prod_link,title,description,initialprice,offerprice,rating,reviews,Image1,Image2,Image3,Image4
"https://www.amazon.in/Fast-Charge-Effervescent-Vitamin-Supplements/dp/B07F1VQLYC/ref=sr_1_92?crid=2GN839P8YFTCM&dchild=1&keywords=nutraceutical+supplements&qid=1590854906&sprefix=nutraceutica%2Caps%2C312&sr=8-92
",['Fast&Up Charge - Vitamin C antioxidant 1000 mg - Natural Amla for Immunity - 20 Effervescent Tablets - Orange flavour'],"['', '', '', '', '', '', '', '', '', 'This is a ', 'Vegetarian', ' product.', '', '', '', ""Fast&Up Charge is India's first natural effervescent Vitamin C daily food supplement (the body cannot produce Vitamin C)"", '', 'Packed with the power of 40 Amlas, Fast&Up Charge is a natural effervescent supplement to protect you against infections', '', 'Antioxidants help to boost your immunity and protect the body cells from oxidative damage', '', 'HOW TO USE: Drop 1 tablet in 250 ml of water, Wait till it Dissolves completely and Drink. Fast&Up Charge can be consumed anytime during the day.', '', 'Fast&Up Charge can be consumed by anyone and is recommended for daily use for better results.', '', '', '', '']", ? 390.00,? 345.00,4.1 out of 5 stars,295 ratings,https://images-na.ssl-images-amazon.com/images/I/31Xtjp-8RRL.jpg,https://images-na.ssl-images-amazon.com/images/I/41ffpAdKTmL.jpg,https://images-na.ssl-images-amazon.com/images/I/413EYMe6OEL.jpg,https://images-na.ssl-images-amazon.com/images/I/41K2ohxzR8L.jpg
"https://www.amazon.in/Fitness-Mantra-Chia-Seeds-250/dp/B07GZQG3V9/ref=sr_1_243?dchild=1&keywords=healthy+foods&qid=1592121377&sr=8-243
","['Fitness Mantra Chia Seeds for weight loss, 250gm']","['', '', '', '', '', '', '', '', '', 'This is a ', 'Vegetarian', ' product.', '', '', '', '100 Percent natural Fitness Mantra chia seeds are verified, organic and non-gmo', '', 'Meal replacement for weight loss - high fibre content in chia seed keeps hunger controlled for several hours, hence helps in weight loss; Chia seeds can be used as meal replacement for weight loss', '', 'Healthy heart and brain - rich source of omega 3 which helps in improving heart, brain health and contain more than 16 percent protein and 34 percent fibre', '', 'Fatigue reducer: Chia seeds have minerals like phosphorus and magnesium in rich quantities; This helps in boosting energy and reducing fatigue', '', '', '', '']", ? 300.00,? 249.00,4.3 out of 5 stars,"1,543 ratings",https://images-na.ssl-images-amazon.com/images/I/41qKX326ksL.jpg,https://images-na.ssl-images-amazon.com/images/I/51nYNC8T9CL.jpg,https://images-na.ssl-images-amazon.com/images/I/51GC-5K0RwL.jpg,https://images-na.ssl-images-amazon.com/images/I/51P8srOeFaL.jpg
"https://www.amazon.in/Fitness-Mantra-Pumpkin-Seeds-250gm/dp/B07KJ9F3H3/ref=sr_1_10?dchild=1&keywords=healthy+foods&qid=1592121375&sr=8-10
","['Fitness Mantra Pumpkin Seeds Pouch, 250 g']","['', '', '', '', '', '', '', '', '', 'This is a ', 'Vegetarian', ' product.', '', '', '', 'Weight loss and digestion: Pumpkin seeds are very dense and heavy foods that help you keep satiated for a longer period', '', 'Skin and hair benefits: Pumpkin seeds have vitamin a and zinc which helps to reduce the redness and prevent premature skin aging', '', 'High magnesium: Very good for health because it has high magnesium', '', 'Improve heart and bone health: Nutrients (high fibre) in pumpkin seeds helps to keep your heart healthy by reducing blood pressure and increasing good cholesterol', '', 'Improve sleep: Pumpkin seeds are a good source of tryptophan, zinc and magnesium — all of which help promote good sleep', '', '', '', '']", ? 300.00,? 249.00,4.2 out of 5 stars,779 ratings,https://images-na.ssl-images-amazon.com/images/I/4183SnCRtfL.jpg,https://images-na.ssl-images-amazon.com/images/I/51Zb%2BfIQNsL.jpg,https://images-na.ssl-images-amazon.com/images/I/51wNr8-jAXL.jpg,https://images-na.ssl-images-amazon.com/images/I/51wQAwM6f7L.jpg
"https://www.amazon.in/Capsules-Supplement-Garcinia-Cambogia-CAPSULES/dp/B08423CSC5/ref=sr_1_221?crid=1NTDY3EZF5REZ&dchild=1&keywords=supplement&qid=1590854415&sprefix=suppl%2Caps%2C307&sr=8-221
",['Glowsik Keto Capsules Ultra Weight Loss Fat Burner Supplement with (Green Tea + Garcinia Cambogia + Green Coffee) Extract 1000Mg (90 CAPSULES)'],"['', '', '', '', '', '', '', '', '', 'This is a ', 'Vegetarian', ' product.', '', '', '', 'THE HEALTHIER OPTION: Our Keto capsules Hack Advanced Diet Pills allow you to burn fat naturally through a metabolic stated known as ketosis. When you are in the state of ketosis, your body burns fatty acids instead of sugar or glucose. This means that your body does all the heavy lifting work to achieve weight loss by turning excess fat into your body’s main source of energy fuel.', '', 'MORE THAN JUST A FAT BURNER: We all would like to have a fit and healthy body, but being in a ketogenic diet can put a lot of mental strains as well, such as cravings and energy downtimes. Keto capsules improves overall wellness, both physical and mental well-being. This provides you with better focus and improves your appetite control, to suppress the urge of eating high carbohydrate foods.', '', 'UNIQUELY POWERFUL FORMULA: Keto capsules Hack Advanced Diet Pills only uses the highest grade of quality natural ingredients, making sure that you get the best product each and every time.', '', 'ANYTIME, ANYWHERE: You can use Exogenous Keto Capsules anytime you need a burst of energy or mental clarity. Just pop a few capsules to fuel your body and mind. They are tasteless and portable, so you can support your keto lifestyle anywhere, anytime.', '', ""NO ADDICTIVES: Perfect Keto Exogenous Capsules provide keto salts, contains ZERO carbs, ZERO gums or fillers, and ZERO sugars. Check the labels of other exogenous ketone products and you'll find plenty of gums, binders, fillers and other junk. Not here. Nothing but pure, effective exogenous ketones designed to optimize your ketogenic state"", '', '', '', '']"," ? 1,999.00",? 699.00,3.9 out of 5 stars,148 ratings,https://images-na.ssl-images-amazon.com/images/I/51D%2BfmKop7L.jpg,https://images-na.ssl-images-amazon.com/images/I/510xPkuc5ZL.jpg,https://images-na.ssl-images-amazon.com/images/I/51pcgAe7C8L.jpg,https://images-na.ssl-images-amazon.com/images/I/51EHt-zigNL.jpg
"https://www.amazon.in/Groviva-Child-Nutrition-Supplement-Chocolate/dp/B072K2C77P/ref=sr_1_91?crid=1NTDY3EZF5REZ&dchild=1&keywords=supplement&qid=1590854415&sprefix=suppl%2Caps%2C307&sr=8-91
",['Groviva Child Nutrition Supplement Jar -400g (Chocolate)'],"['', '', '', '', '', '', '', '', '', 'This is a ', 'Vegetarian', ' product.', '', '', '', 'Groviva is scientifically developed Child Nutrition Supplement for overall growth and development. To make your child “Confident Inside and Active Outside”', '', 'Groviva with its differentiator of Certi5 Signature Nutrients (Dual Protein, Highest DHA, Probiotics, Dietary Fibre, Calcium) to support overall growth & development ( Brain, Height, Weight & Immunity) in children.', '', 'A total of 38 Key Nutrients in Groviva Meets RDA Guidelines, hence provides the right splash of nutrition for overall growth & development.', '', 'Groviva’s Kids approved Taste and Four Flavour (Chocolate, Vanilla, Mango and Strawberry) has even the fussiest kid look forward for their next glass everytime.', '', 'Recommended Usage & Guidance: Just two scoops (30g) in a cup of milk/water, served twice a day. For more information contact our panel of Nutritionist at 1800-123-3303 for healthy diet plans.', '', '', '', '']", ? 660.00,? 594.00,4.3 out of 5 stars,233 ratings,https://images-na.ssl-images-amazon.com/images/I/41SuZiQtuQL.jpg,https://images-na.ssl-images-amazon.com/images/I/4181hEw-a4L.jpg,https://images-na.ssl-images-amazon.com/images/I/41uC%2B0bIf2L.jpg,https://images-na.ssl-images-amazon.com/images/I/51zLmyXIVdL.jpg
"https://www.amazon.in/Happilo-Premium-International-Omani-Dates/dp/B0758J61YD/ref=sr_1_187?dchild=1&keywords=healthy+foods&qid=1592121377&sr=8-187
","['Happilo Premium International Omani Dates, 250g']","['', '', '', '', '', '', '', '', '', 'This is a ', 'Vegetarian', ' product.', '', '', '', '100 Percent naturally dried and free from any additives or preservatives', '', 'These dates are high in potassium and helps prevent diseases like diarrhoea \xa0', '', 'The\xa0significant amounts\xa0of minerals make it a super food for strengthening bones', '', 'The vitamins present in dates make it an\xa0ideal boost\xa0to nervous system health and functionality \xa0', '', 'Hearts best friends, improves cardio health', '', 'High source for proteins that help in staying fit and even muscles\xa0strong', '', '', '', '']", ? 175.00,? 140.00,3.9 out of 5 stars,758 ratings,https://images-na.ssl-images-amazon.com/images/I/51H8FnQY9vL.jpg,https://images-na.ssl-images-amazon.com/images/I/51d7UwnTfuL.jpg,https://images-na.ssl-images-amazon.com/images/I/41jkz-U-pAL.jpg,https://images-na.ssl-images-amazon.com/images/I/51D61ZVH65L.jpg
"https://www.amazon.in/Happilo-100-Natural-Premium-Whole-Cashews/dp/B01LZ5DPXD/ref=sr_1_235?dchild=1&keywords=healthy+foods&qid=1592121377&sr=8-235
","['Happilo\xa0100% Natural Premium Whole Cashews, 200g']","['', '', '', '', '', '', '', '', '', 'This is a ', 'Vegetarian', ' product.', '', '', '', 'High protein, dietary fiber, no gluten, no GMO, zero trans fat, zero cholesterol', '', '100 percent natural crunchy cashew nuts', '', 'Good for an active life style, perfect for snacking', '', 'Hearts best friend,\xa0contains\xa0oleic acid, improves cardiovascular system', '', 'Rice sources of antioxidants, minerals\xa0and vitamins', '', 'Low fat content and also lowers harmful LDL, cholesterol', '', 'Rich in Manganese, Potassium, Copper, Iron, Magnesium, Zinc and Selenium', '', 'Shelf Life: 12 Months', '', '', '', '']", ? 335.00,? 249.00,4.0 out of 5 stars,"1,487 ratings",https://images-na.ssl-images-amazon.com/images/I/512RYKeC6dL.jpg,https://images-na.ssl-images-amazon.com/images/I/51roSp4iIuL.jpg,https://images-na.ssl-images-amazon.com/images/I/41k0TvTP3DL.jpg,https://images-na.ssl-images-amazon.com/images/I/51WH1-XNUoL.jpg
"https://www.amazon.in/Happilo-Premium-Afghani-Seedless-Black-Raisins/dp/B0758J6W7D/ref=sr_1_258?dchild=1&keywords=healthy+foods&qid=1592121377&sr=8-258
","['Happilo\xa0Premium Afghani Seedless Black Raisins, 250g (Pack of 2)']","['', '', '', '', '', '', '', '', '', 'This is a ', 'Vegetarian', ' product.', '', '', '', 'Naturally contains anti oxidants, fibre and potassium', '', 'Keeps blood free from impurities and protects the skin cells', '', 'Reduces bad cholesterol in blood and helps regulate bp', '', 'Helps in digestion, reduces acidity and increase immunity', '', 'Helps avoiding premature aging and helps promote hair health', '', 'Snack rich in b vitamins, iron and\xa0potassium', '', 'Helps prevent cancer and reduce sexual weakness', '', '', '', '']", ? 450.00,? 337.50,4.3 out of 5 stars,698 ratings,https://images-na.ssl-images-amazon.com/images/I/51Fyne0nePL.jpg,https://images-na.ssl-images-amazon.com/images/I/51KJl%2B159qL.jpg,https://images-na.ssl-images-amazon.com/images/I/41FVvGXykfL.jpg,https://images-na.ssl-images-amazon.com/images/I/51OLWa-KpdL.jpg
"https://www.amazon.in/Happilo-Premium-International-Healthy-Nutmix-200g/dp/B0744KCC4C/ref=sr_1_284?dchild=1&keywords=healthy+foods&qid=1592121377&s=pantry&sr=8-284
","['Happilo\xa0Premium International Healthy Nutmix, 200g']","['', '', '', '', '', '', '', '', '', 'This is a ', 'Vegetarian', ' product.', '', '', '', 'High protein, high dietary fibre, no gluten, no gmo, zero trans fat, zero cholesterol', '', 'Healthy nuts and dried fruits, good for an active lifestyle', '', 'Low in fat, calories and sodium, ideal for weight watchers', '', 'High in proteins and anti oxidants, slows the ageing process and keeps diseases away', '', 'Rich source of minerals, folic acid, calcium and iron', '', 'Improves digestion, immunity, mental health, stop urinary tract infections', '', '', '', '']", ? 365.00,? 292.00,3.8 out of 5 stars,148 ratings,https://images-na.ssl-images-amazon.com/images/I/51lbqvoic5L.jpg,https://images-na.ssl-images-amazon.com/images/I/51ETMjXPXuL.jpg,https://images-na.ssl-images-amazon.com/images/I/414cuU%2BbJIL.jpg,https://images-na.ssl-images-amazon.com/images/I/51kBydg5iPL.jpg
"https://www.amazon.in/HealthKart-Omega-1000mg-Softgels-Pack/dp/B06XK9RL8W/ref=sr_1_202?crid=1NTDY3EZF5REZ&dchild=1&keywords=supplement&qid=1590854415&sprefix=suppl%2Caps%2C307&sr=8-202
","['HealthKart Omega (Fish Oil Supplement, 60 Capsules- Pack of 2)']","['', '', '', 'Bioavailable Fish Oil (Omega 3) 1000 mg enriched with 180 mg EPA & 120 mg DHA extracted from cold water fishes (Sardines)', '', 'Ultra-Pure & Refined Omega 3 - Healthkart Fish Oil is processed via molecular distillation to remove all the heavy metals (like mercury)', '', 'Advanced delivery system for better absorption - Healthkart Fish oil has anti reflux formula, which ensure better absorption of essential fatty acids and has no fishy after taste.', '', 'Health benefits- Regular intake of Fish Oil may help in controlling levels of bad fat in the body, may improve joint flexibility, mobility & may help in boosting brain & eye health.', '', '', '', '']"," ? 1,398.00",? 698.00,4.1 out of 5 stars,"1,892 ratings",https://images-na.ssl-images-amazon.com/images/I/51iugJLscgL.jpg,https://images-na.ssl-images-amazon.com/images/I/41zyi-376nL.jpg,https://images-na.ssl-images-amazon.com/images/I/51y-nxwEhRL.jpg,https://images-na.ssl-images-amazon.com/images/I/51ieUrHzrcL.jpg
"https://www.amazon.in/HealthVit-Activated-Charcoal-Natural-Whitening/dp/B0736SWPPQ/ref=sr_1_301?dchild=1&keywords=personal+hygiene&qid=1590853052&sr=8-301
",['HealthVit Activated Charcoal Powder for Natural Teeth Whitening - 20 g'],"['', '', '', '', '', '', '', '', '', 'This is a ', 'Vegetarian', ' product.', '', '', '', 'Premium natural activated coconut charcoal teeth whitening solution', '', '100 percent natural, pure and safe for your teeth', '', 'We make a point of using nothing but premium quality natural and non toxic materials, as well as state of the art production processes and strict quality control', '', 'Discover the ultimate natural secret to a charming bright smile starting today', '', '', '', '']", ? 300.00,? 169.00,3.5 out of 5 stars,669 ratings,https://images-na.ssl-images-amazon.com/images/I/41%2BZHcwMeoL.jpg,https://images-na.ssl-images-amazon.com/images/I/41kdTAUR4bL.jpg,https://images-na.ssl-images-amazon.com/images/I/41aWMjvmPPL.jpg,https://images-na.ssl-images-amazon.com/images/I/51OZvawld1L.jpg
"https://www.amazon.in/HealthVit-Vinegar-Mother-Unfiltered-Undiluted/dp/B016W0Y638/ref=sr_1_61?dchild=1&keywords=healthy+foods&qid=1592121377&sr=8-61
","['HealthVit Apple Cider Vinegar with Mother Vinegar, Raw, Unfiltered and Undiluted - 500 ml']","['', '', '', '', '', '', '', '', '', 'This is a ', 'Vegetarian', ' product.', '', '', '', 'Weight Management', '', 'Improves Digestion', '', 'Boosts Energy and Improves Immunity, A swig of Apple Cider Vinegar diluted in water is just the right potion to flush the toxins out of your system', '', '', '', '']", ? 450.00,? 199.00,4.0 out of 5 stars,"4,238 ratings",https://images-na.ssl-images-amazon.com/images/I/41Yla%2BVBBHL.jpg,https://images-na.ssl-images-amazon.com/images/I/41Zjvj2Hr7L.jpg,https://images-na.ssl-images-amazon.com/images/I/41wc2RpQ7pL.jpg,https://images-na.ssl-images-amazon.com/images/I/51Wt0zdCg1L.jpg
"https://www.amazon.in/Healthvit-Fitness-BCAA-Workout-Supplement/dp/B01N4J52YM/ref=sr_1_201?crid=1NTDY3EZF5REZ&dchild=1&keywords=supplement&qid=1590854415&sprefix=suppl%2Caps%2C307&sr=8-201
","['Healthvit Fitness BCAA 6000mg 2:1:1 with L-Glutamine & L-Citrulline Malate, 200g (10 Servings) Pineapple Flavor']","['', '', '', '', '', '', '', '', '', 'This is a ', 'Vegetarian', ' product.', '', '', '', 'Healthvit bcaa contains 3g leucine, 1 5g isoleucine, 1 5g valine, 2g l-glutamine, 1g citrulline malate in the ratio of 2: 1: 1, the supplement supercharges your body’s amino acid levels', '', 'Muscle repair and recovery: the essential amino acids leucine, isoleucine and valine acts as transport vehicle for faster absorption, which translate to faster post-workout recovery and better result', '', 'Muscle building and strength: boost muscle growth and metabolism with this instantized bcaa branched chain amino acids that boost muscle strength fast', '', 'Decreases blood pressure: it decreased systolic blood pressure and increased nitric oxide levels nitric oxide causes blood vessels to dilate, which lowers blood pressure', '', '', '', '']"," ? 1,000.00",? 749.00,3.7 out of 5 stars,502 ratings,https://images-na.ssl-images-amazon.com/images/I/51jZePUhXJL.jpg,https://images-na.ssl-images-amazon.com/images/I/51P%2BGCrNRZL.jpg,https://images-na.ssl-images-amazon.com/images/I/51Yd9j2bTbL.jpg,https://images-na.ssl-images-amazon.com/images/I/51yBH9d6D2L.jpg
"https://www.amazon.in/Healthvit-Fitness-L-Arginine-Amino-Powder/dp/B07ZJMQZHL/ref=sr_1_32?crid=1NTDY3EZF5REZ&dchild=1&keywords=supplement&qid=1590854410&sprefix=suppl%2Caps%2C307&sr=8-32
",['Healthvit Fitness L-Arginine Amino Acid Powder 200 g – Orange Flavour'],"['', '', '', '', '', '', '', '', '', 'This is a ', 'Vegetarian', ' product.', '', '', '', 'IMPROVES BLOOD FLOW: L-Arginine is converted in the body into a chemical called nitric oxide. Nitric oxide causes blood vessels to open wider for improved blood flow, & more Blood flow means more Muscle Gains.', '', 'BETTER WORKOUT PERFORMANCE: L-Arginine provides your muscles with the nourishment they need. This results in increased strength bigger muscles faster muscle growth boosted metabolism fat burn and increased energy.', '', 'BLOOD SUGAR LEVELS: L-Arginine also helps to support energy levels, which make it perfect for weight lifters, runners, and all active people. L-Arginine also helps to maintain good blood sugar levels & provides support to maintain immunity.', '', 'REDUCES MUSCLE FATIGUE: This high strength natural L-Arginine promotes a faster recovery time, boost muscle growth and increase muscle density while reducing muscle fatigue. Increased stamina for better workouts.', '', 'SUPPORTS HEALTHY LIFESTYLE: L-Arginine is an essential amino acid that helps promote healthy circulation. This means more oxygen reaches your muscles, brain, heart, lungs, and other organs. More blood flow means more muscle gains!', '', '', '', '']"," ? 1,000.00",? 429.00,3.5 out of 5 stars,190 ratings,https://images-na.ssl-images-amazon.com/images/I/41%2ByXrh1dyL.jpg,https://images-na.ssl-images-amazon.com/images/I/51M3PEwGI%2BL.jpg,https://images-na.ssl-images-amazon.com/images/I/51dbo09FUFL.jpg,https://images-na.ssl-images-amazon.com/images/I/51xDhzI1sBL.jpg
"https://www.amazon.in/Healthvit-Fitness-Testosterone-Booster-Supplement/dp/B01N9MJRGB/ref=sr_1_111?crid=1NTDY3EZF5REZ&dchild=1&keywords=supplement&qid=1590854415&sprefix=suppl%2Caps%2C307&sr=8-111
",['Healthvit Fitness Testosterone Booster Supplement and Boost Men Muscle Growth and Energy - 60 Capsules'],"['', '', '', '', '', '', '', '', '', 'This is a ', 'Vegetarian', ' product.', '', '', '', 'INCREASES TOTAL AND BIOAVAILABLE FREE TESTOSTERONE:\xa0A Daily Supplement That Naturally Increases Testosterone Levels, Can Help You Build Lean, Dense Muscle While Helping To Melt Away Fat.', '', 'CLINICALLY EFFECTIVE RESULTS: Healthvit Contains A Potent, Biologically Active Standardized Extract On The Market Today. It Does Not Contain Any Cheap Fillers Or Unproven Ingredients. The Primary Ingredient in Healthvit Proven To Increase Total and Free Testosterone Levels. It helps to Increases The Body’s Ability To Gain Muscle And Strength.', '', 'MAXIMIZE POWER & STAMINA:\xa0More Testosterone In Your System Provides The Extra Push You Need To Perform At Your Peak During Your Toughest Workout Sessions. You’ll Perform With More Stamina When You Need It Most.', '', 'BUILD LEAN MUSCLE MASS: By Naturally Raising Your Levels Of Free Testosterone, It Improves Performance To Help Sculpt Lean Muscle. Increase Muscle Mass & Get The Results You Haven’t Been Able To Attain With Your Regular Workouts In The Gym.', '', 'Wellness, Energy, Mental Clarity, Strength, Stamina – Optimization – It’s Intended To Aid And Accelerate The Process Of All Of These Functions.', '', '', '', '']"," ? 1,000.00",,3.7 out of 5 stars,492 ratings,https://images-na.ssl-images-amazon.com/images/I/41jpUxFP%2BuL.jpg,https://images-na.ssl-images-amazon.com/images/I/41ex8Dy3%2BWL.jpg,https://images-na.ssl-images-amazon.com/images/I/41g5Ds53vvL.jpg,https://images-na.ssl-images-amazon.com/images/I/51SiOJCg-RL.jpg
"https://www.amazon.in/HealthyHey-Nutrition-Collagen-Hyaluronic-Unflavoured/dp/B07QKDVBVN/ref=sr_1_77?crid=1NTDY3EZF5REZ&dchild=1&keywords=supplement&qid=1590854415&sprefix=suppl%2Caps%2C307&sr=8-77
","['HealthyHey Nutrition Collagen Gold Series with Hyaluronic Acid, Biotin and Vitamin C, Unflavoured, 200 gm']","['', '', '', '? HEALTHY SKIN, HAIR & NAILS: Type 1 & 3 Collagen is the main protein that gives our skin elasticity. A collagen boost can help improve hair strength, nail growth and give healthy looking skin.', '', '? HYALURONIC ACID & VITAMIN C inhibits skin wrinkles and improves skin condition.', '', '? REDUCES FINE LINES AND WRINKLES: Look and feel younger by improving the overall health of your skin. This formula reduces marks by maintaining your skins moisture and elasticity.', '', '? STRENGTHENS BONES & JOINTS: Reduce your risk of bone fractures and improve your mobility with a supplement that helps give bones & joints their flexibility and boosts strength.', '', '? HEALTHYHEY CERTIFICATIONS : We are FSSAI, U.S.FDA, GMP, FSSC 22000 Approved.', '', '', '', '']"," ? 2,499.00","? 1,299.00",3.9 out of 5 stars,297 ratings,https://images-na.ssl-images-amazon.com/images/I/51oYLWwsx6L.jpg,https://images-na.ssl-images-amazon.com/images/I/51jbwWm7ihL.jpg,https://images-na.ssl-images-amazon.com/images/I/51tSKXNIvCL.jpg,https://images-na.ssl-images-amazon.com/images/I/51bsZawOmlL.jpg
"https://www.amazon.in/HealthyHey-Nutrition-Absorption-Magnesium-Glycinate/dp/B07H729BCJ/ref=sr_1_129?dchild=1&keywords=nutrition&qid=1590855309&sr=8-129
","['HealthyHey Nutrition High Absorption Magnesium Glycinate, 550mg - 120 Vegetable Capsules (Pack of 1)']","['', '', '', 'A SOURCE OF STRENGTH : Provides Nutritive Support for Anxiety, Insomnia and Healthy Muscle Function', '', '22% ELEMENTAL MAGNESIUM : Get High Amount of Magnesium Per Capsule.', '', 'HIGH ABSORPTION : Magnesium Glycinate is High is Absorption as Compared to Magnesium Citrate.', '', 'HIGH QUALITY MANUFACTURING : HealthyHey Manufacturing Unit is Certified by FSSAI, FSSC 22000, US FDA and WHO GMP.', '', 'YOU ARE BUYING DIRECTLY FROM THE MANUFACTURER.', '', '', '', '']"," ? 1,499.00",? 699.00,4.4 out of 5 stars,185 ratings,https://images-na.ssl-images-amazon.com/images/I/41KhLqyzAvL.jpg,https://images-na.ssl-images-amazon.com/images/I/51zo8KQs3KL.jpg,https://images-na.ssl-images-amazon.com/images/I/51lIHUecqVL.jpg,https://images-na.ssl-images-amazon.com/images/I/51bTwamzysL.jpg
"https://www.amazon.in/HealthyHey-Sports-Creatine-Monohydrate-300G/dp/B07F8GRZB1/ref=sr_1_93?crid=1NTDY3EZF5REZ&dchild=1&keywords=supplement&qid=1590854415&sprefix=suppl%2Caps%2C307&sr=8-93
","['HealthyHey Sports Creatine Monohydrate 400G - 133 Servings (Unflavoured, 400g)']","['', '', '', 'HUGE COST SAVINGS - Want a superior quality product without the high price tag? You got it. Our 100% potent and highest available quality Creatine Monohydrate provides real value without sacrificing quality. See for yourself. Proven results. All with a huge cost savings. Order yours today.', '', 'BUILD SERIOUS MUSCLE MASS - It’s no secret that bodybuilders use creatine monohydrate to increase strength gains, build muscle, and dramatically improve performance. Our powder is micronized, so it easily mixes into your pre-workout or post-workout shake or drink. Experience a noticeable pump that is perfect for athletes, Crossfit, bodybuilders, and those who want to build real muscle mass.', '', 'PALEO AND VEGAN FRIENDLY: Our Creatine Monohydrate powder is free of yeast, sugar, soy, dairy, and is naturally gluten-free to support your muscle growth. Our fast dissolving powder aids with improving ultra high intensity workouts. From building real, rock-solid strength and muscle mass fast, improving muscle endurance, to reducing fatigue, the benefits (and results) will speak for themselves.', '', ""Our Creatine Monohydrate provides you with an ultra premium quality product at a fraction of the cost of many other brands. Our customers love this pre and post-workout supplement as much as we do. Your satisfaction is backed by HealthyHey's Satisfactdion Guarantee and results are our shared success."", '', '', '', '']"," ? 1,199.00",? 349.00,4.2 out of 5 stars,330 ratings,https://images-na.ssl-images-amazon.com/images/I/51UWJqn1VmL.jpg,https://images-na.ssl-images-amazon.com/images/I/51PXQVi2f9L.jpg,https://images-na.ssl-images-amazon.com/images/I/51BTthNZWlL.jpg,https://images-na.ssl-images-amazon.com/images/I/51gFekhlAcL.jpg
"https://www.amazon.in/Herbalife-Afresh-Energy-Drink-Lemon/dp/B075HBYC4F/ref=sr_1_227?dchild=1&keywords=nutrition&qid=1590855309&sr=8-227
",['Herbaife Herbalife Afresh Energy Drink Mix -50 Gms (Lemon)'],"['', '', '', '', '', '', '', '', '', 'This is a ', 'Vegetarian', ' product.', '', '', '', 'Quantity: 50 gm', '', 'This is perfect for athletes and sports persons to regain energy', '', 'This energy drink mix is extremely refreshing and will energise you instantly', '', '', '', '']", ? 686.00,? 517.00,4.0 out of 5 stars,672 ratings,https://images-na.ssl-images-amazon.com/images/I/414oGdVQQ1L.jpg,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel._V19223467,,
"https://www.amazon.in/Herbalife-Afresh-Energy-Elaichi-Flavor/dp/B00XR7CYAW/ref=sr_1_229?dchild=1&keywords=nutrition&qid=1590855309&sr=8-229
",['Herbalife Afresh Energy Drink Mix Elaichi Flavor - 50g (1)'],"['', '', '', 'Improves your metabolism', '', 'Provides energy to the body', '', 'Rejuvenates the mind and body', '', 'Rich in antioxidants', '', 'Enjoy this hot or cold any time anywhere', '', '', '', '']", ? 686.00,? 490.00,4.1 out of 5 stars,"1,006 ratings",https://images-na.ssl-images-amazon.com/images/I/41h9XoGAnzL.jpg,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel._V19223467,,
"https://www.amazon.in/Herbalife-Formula-kulfi-Nutritional-Shake/dp/B07DNJBF4L/ref=sr_1_111?dchild=1&keywords=nutrition&qid=1590855309&sr=8-111
","['Herbalife Formula 1 Mix kulfi Nutritional Shake, 500g (White)']","['', '', '', 'Packed with essential amino acids, vitamins and minerals provides 9g of protein per serveunderpinned by science developed by experts in nutrition', '', 'Personalise your shake with your favourite fruits', '', 'Consume as part of a varied and balanced diet and healthy lifestyle', '', 'Simply beat, stir or shake approximately 25g (approx. 3 tablespoons) formula 1 with 240ml of skimmed or soymilk', '', 'Blend 1 scoop (one serving) of personalized protein powder to your favorite formula 1 shake to boost your protein intake', '', '', '', '']"," ? 1,844.00","? 1,292.00",4.0 out of 5 stars,309 ratings,https://images-na.ssl-images-amazon.com/images/I/41s-FyzWVEL.jpg,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel._V19223467,,
"https://www.amazon.in/Herbalife-Shake-Mix-500-Chocolate/dp/B00HNPRJP4/ref=sr_1_293?dchild=1&keywords=nutrition&qid=1590855310&sr=8-293
",['Herbalife Formula 1 Nutritional Shake Mix - 500 g (Dutch Chocolate Flavour)'],"['', '', '', '', '', '', '', '', '', 'This is a ', 'Vegetarian', ' product.', '', '', '', 'A healthy meal replacement that fulfills nutritional needs of the body.', '', 'Boosts the energy level of your body to keep you fit and active.', '', 'Aids in weight management by reducing daily calorie intake.', '', 'Enhances immunity of the body and maintains healthy digestion.', '', 'Natural flavours of the shake makes it a delicious way to lose weight.', '', '', '', '']"," ? 1,844.00","? 1,258.00",3.8 out of 5 stars,823 ratings,https://images-na.ssl-images-amazon.com/images/I/41KhuM130mL.jpg,https://images-na.ssl-images-amazon.com/images/I/41FhWbwu3oL.jpg,https://images-na.ssl-images-amazon.com/images/I/31b0ipEsqlL.jpg,https://images-na.ssl-images-amazon.com/images/I/41fnqrDWv1L.jpg
